gbifID,hcnqID,institutionCode,recordedBy,eventDate,year,month,day,country,decimalLongitude,decimalLatitude,elevation,family,genus,species,acceptedScientificName,scientificNameAuthorship,image_url,reproductiveCondition,occurrenceRemarks,dynamicProperties,fieldNotes,FieldNotes
,7826,INABIOEC,Wilson Rojas,2000-03-13,2000.0,3.0,13.0,Ecuador,-78.6311,-0.0456,2300 m,Actinidiaceae,Saurauia,pseudostrigillosa,Saurauia pseudostrigillosa,Buscal.,https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=7826,,,,Árbolito 5 m. Hoja y pecíolo ligeramente pubescente.,Árbolito 5 m. Hoja y pecíolo ligeramente pubescente.
,139070,INABIOEC,Diana Margoth Fernández Fernández,2002-12-07,2002.0,12.0,7.0,Ecuador,-78.5,0.1833,1980 m,Actinidiaceae,Saurauia,pseudostrigillosa,Saurauia pseudostrigillosa,Buscal.,https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=139070,,,,"Árbol de 7 m de alto y 7,2 cm de DAP.","Árbol de 7 m de alto y 7,2 cm de DAP."
,4315,INABIOEC,Jorge Caranqui,2002-02-22,2002.0,2.0,22.0,Ecuador,-78.45,-1.5,2950 m,Actinidiaceae,Saurauia,tomentosa,Saurauia tomentosa,Spreng.,https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=4315,,,,"Árbol de 4 m. de alto, flores cremosas,estambres amarillos.Envez verde brillante pubescente.","Árbol de 4 m. de alto, flores cremosas,estambres amarillos.Envez verde brillante pubescente."
,4446,INABIOEC,Carlos Eduardo Cerón Martínez,1992-05-02,1992.0,5.0,2.0,Ecuador,-78.5,0.0833,2830 m,Actinidiaceae,Saurauia,tomentosa,Saurauia tomentosa,Spreng.,https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=4446,,,,"Árbol de más de 8 m, flores color blanco. Nombre común: cuñalulun. Los frutos comen las ""Pavas de monte,"" también come el hombre. Los fustes se usa para confeccionar bateas.","Árbol de más de 8 m, flores color blanco. Nombre común: cuñalulun. Los frutos comen las ""Pavas de monte,"" también come el hombre. Los fustes se usa para confeccionar bateas."
,4448,INABIOEC,Carlos Eduardo Cerón Martínez,1987-09-17,1987.0,9.0,17.0,Ecuador,-78.5,0.0833,1800 - 3356 m,Actinidiaceae,Saurauia,tomentosa,Saurauia tomentosa,Spreng.,https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=4448,,,,Árbolito de 6 m. Hojas pubescentes color manteca. Flores color blanco; cáliz pubescente color manteca. Nombre común: Cuñalulum. Bosque ligeramente alterado.,Árbolito de 6 m. Hojas pubescentes color manteca. Flores color blanco; cáliz pubescente color manteca. Nombre común: Cuñalulum. Bosque ligeramente alterado.
,5377,INABIOEC,S. Bibiana Cuamacás,0000-00-00,1992.0,0.0,0.0,Ecuador,-78.4333,0.3333,2800 - 3000 m,Actinidiaceae,Saurauia,tomentosa,Saurauia tomentosa,Spreng.,https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=5377,,,,"Árbol mediano de 20 m de altura, 25 cm DAP. Corteza externa café-rojiza, 0.6 cm de espesor; interna blanca. Hojas quebradizas y pubescentes con el envés ferrugíneo. Flores con pétalos blancos, estambres amarillos y pedúnculo ferrugíneo. Usos: Postes de cerca; leña. Nombre común: Moquillo.","Árbol mediano de 20 m de altura, 25 cm DAP. Corteza externa café-rojiza, 0.6 cm de espesor; interna blanca. Hojas quebradizas y pubescentes con el envés ferrugíneo. Flores con pétalos blancos, estambres amarillos y pedúnculo ferrugíneo. Usos: Postes de cerca; leña. Nombre común: Moquillo."
,7057,INABIOEC,Tamara Núñez,1994-09-03,1994.0,9.0,3.0,Ecuador,-78.4833,0.1,2800 m,Actinidiaceae,Saurauia,tomentosa,Saurauia tomentosa,Spreng.,https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=7057,,,,"Árbol de 6 m de altura. Tallo rugoso. Hojas ferrugíneas ásperas. Flores amarillas, estambres amarillos. Silvestre sus frutos maduros son comestibles tanto para los humanos como para los pavos de monte; el fuste se usa para confeccionar bateas.","Árbol de 6 m de altura. Tallo rugoso. Hojas ferrugíneas ásperas. Flores amarillas, estambres amarillos. Silvestre sus frutos maduros son comestibles tanto para los humanos como para los pavos de monte; el fuste se usa para confeccionar bateas."
,7827,INABIOEC,Wilson Rojas,2000-03-13,2000.0,3.0,13.0,Ecuador,-78.545,-0.043,2600 m,Actinidiaceae,Saurauia,tomentosa,Saurauia tomentosa,Spreng.,https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=7827,,,,"Árbol 9 m, 29.4 cm DAP. Envés densamente pubescente. Infértil.","Árbol 9 m, 29.4 cm DAP. Envés densamente pubescente. Infértil."
,7855,INABIOEC,Daniel Rubio,1990-08-11,1990.0,8.0,11.0,Ecuador,-78.5833,0.3333,3000 m,Actinidiaceae,Saurauia,tomentosa,Saurauia tomentosa,Spreng.,https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=7855,,,,Árbol de 6 m de altura. Inflorescencia en botón cremosa. Pétalos blancos.,Árbol de 6 m de altura. Inflorescencia en botón cremosa. Pétalos blancos.
,8202,INABIOEC,José Homero Vargas López,1999-11-06,1999.0,11.0,6.0,Ecuador,-78.6333,0.0333,2275 m,Actinidiaceae,Saurauia,tomentosa,Saurauia tomentosa,Spreng.,https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=8202,,,,"Árbol de 12 m, DAP de 24 cm, tallos pubescentes, flores blancas.","Árbol de 12 m, DAP de 24 cm, tallos pubescentes, flores blancas."
,139072,INABIOEC,Efraín Liborio Freire Mayorga,2007-05-07,2007.0,5.0,7.0,Ecuador,-78.8715,0.1701,1182 m,Actinidiaceae,Saurauia,tomentosa,Saurauia tomentosa,Spreng.,https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=139072,,,,"Árbol con flores de pétalos blancos, estambres amarillos.","Árbol con flores de pétalos blancos, estambres amarillos."
,139073,INABIOEC,Elsa R. Toapanta,2006-11-17,2006.0,11.0,17.0,Ecuador,-78.5413,-0.0296,2753 m,Actinidiaceae,Saurauia,tomentosa,Saurauia tomentosa,Spreng.,https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=139073,,,,Árbol con tallos y hojas puscencentes; botones florales.,Árbol con tallos y hojas puscencentes; botones florales.
,139075,INABIOEC,Efraín Liborio Freire Mayorga,2007-07-20,2007.0,7.0,20.0,Ecuador,-78.6566,-0.2222,2959 m,Actinidiaceae,Saurauia,tomentosa,Saurauia tomentosa,Spreng.,https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=139075,,,,"Árbol de 7 m de alto, flores pétalos blancos, estambres amarillos.","Árbol de 7 m de alto, flores pétalos blancos, estambres amarillos."
,139077,INABIOEC,Elsa R. Toapanta,2007-02-27,2007.0,2.0,27.0,Ecuador,-78.6065,-0.0971,2852 m,Actinidiaceae,Saurauia,tomentosa,Saurauia tomentosa,Spreng.,https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=139077,,,,"Árbol de 7 m de alto , frutos verdes y blancos.","Árbol de 7 m de alto , frutos verdes y blancos."
,139078,INABIOEC,Jorge Aucancela,2003-06-24,2003.0,6.0,24.0,Ecuador,-78.45,-1.5,2800 m-2950 m,Actinidiaceae,Saurauia,tomentosa,Saurauia tomentosa,Spreng.,https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=139078,,,,"Árbol de 4 m de alto flores cremosas, estambres amarillentos.","Árbol de 4 m de alto flores cremosas, estambres amarillentos."
,157887,INABIOEC,M. Potthast,1995-08-07,1995.0,8.0,4.0,Ecuador,-78.05,0.75,2900 m-3100 m,Actinidiaceae,Saurauia,tomentosa,Saurauia tomentosa,Spreng.,https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=157887,,,,"Tree, 7 m.","Tree, 7 m."
,7500159,INABIOEC,Diana Margoth Fernández Fernández,2015-11-20,2015.0,11.0,20.0,Ecuador,-79.483892,-3.607633,2396 m,Actinidiaceae,Saurauia,tomentosa,Saurauia tomentosa,Spreng.,https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=7500159,flower,,,"Árbol de 10 m de alto. Hojas coriáceas, rugosas. Pétalos blancos; estambres amarillos; sépalos verdes.","Árbol de 10 m de alto. Hojas coriáceas, rugosas. Pétalos blancos; estambres amarillos; sépalos verdes."
,7658850,INABIOEC,Diana Margoth Fernández Fernández,2020-11-05,2020.0,11.0,5.0,Ecuador,-78.50045,0.022767,3042.2 m,Actinidiaceae,Saurauia,tomentosa,Saurauia tomentosa,Spreng.,https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=7658850,flower,,,"Árbol de 12 m de alto. Hojas coriáceas, rugosas. Flores blancas.","Árbol de 12 m de alto. Hojas coriáceas, rugosas. Flores blancas."
,97952,INABIOEC,Henrik Balslev,1983-10-23,1983.0,10.0,23.0,Ecuador,-78.2833,0.1,3500 m,Adoxaceae,Viburnum,pichinchense,Viburnum pichinchense,Benth.,https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=97952,,,,5 m. high tree. Flowers white,5 m. high tree. Flowers white
,99376,INABIOEC,John Littner Clark,1995-07-12,1995.0,7.0,12.0,Ecuador,-78.9333,-1.9667,2800 - 3200 m,Adoxaceae,Viburnum,pichinchense,Viburnum pichinchense,Benth.,https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=99376,,,,"Canopy tree in mature forest. Common name: ""Danes"".","Canopy tree in mature forest. Common name: ""Danes""."
,100332,INABIOEC,S. Bibiana Cuamacás,1993-01-02,1993.0,1.0,2.0,Ecuador,-78.4333,0.3333,3000 m,Adoxaceae,Viburnum,pichinchense,Viburnum pichinchense,Benth.,https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=100332,,,,"Árbol pequeño, 12 m de altura, 15 cm DAP. Corteza externa café grisaceae, 0.2 cm de espesor; interna crema-verdosa. Hojas con envés verde-ferrugineo. Flores blancas, pedúnculos verdes. Usos: exclusivamente para leña. Nombre común: Palo Juan..","Árbol pequeño, 12 m de altura, 15 cm DAP. Corteza externa café grisaceae, 0.2 cm de espesor; interna crema-verdosa. Hojas con envés verde-ferrugineo. Flores blancas, pedúnculos verdes. Usos: exclusivamente para leña. Nombre común: Palo Juan.."
,100333,INABIOEC,S. Bibiana Cuamacás,1992-11-25,1992.0,11.0,25.0,Ecuador,-78.4333,0.3333,2800 - 3000 m,Adoxaceae,Viburnum,pichinchense,Viburnum pichinchense,Benth.,https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=100333,,,,"Árbolito de 8 m de altura, 10 cm DAP. Colectado en pendiente. Corteza externa café-verdosa, 0.2 cm de espesor; interna crema. Fruto drupas alargadas verdes y negras con pedúnculos café- rojizos. Usos: Exclusivamente para leña. Nombre común: Palo Juan.","Árbolito de 8 m de altura, 10 cm DAP. Colectado en pendiente. Corteza externa café-verdosa, 0.2 cm de espesor; interna crema. Fruto drupas alargadas verdes y negras con pedúnculos café- rojizos. Usos: Exclusivamente para leña. Nombre común: Palo Juan."
,100967,INABIOEC,Alina Freire Fierro,2001-10-03,2001.0,10.0,3.0,Ecuador,-78.6333,-0.05,2400 - 2700 m,Adoxaceae,Viburnum,pichinchense,Viburnum pichinchense,Benth.,https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=100967,,,,"Trepadora, flor blanca, fruto verde.","Trepadora, flor blanca, fruto verde."
,102816,INABIOEC,Peter Møller Jørgensen,1986-05-31,1986.0,5.0,31.0,Ecuador,-78.65,-0.1833,2800 - 2950 m,Adoxaceae,Viburnum,pichinchense,Viburnum pichinchense,Benth.,https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=102816,,,,Tree 4 m. Flowers white. Fruits black.,Tree 4 m. Flowers white. Fruits black.
,102828,INABIOEC,Peter Møller Jørgensen,1990-08-10,1990.0,8.0,10.0,Ecuador,-77.6333,0.65,3050 - 3100 m,Adoxaceae,Viburnum,pichinchense,Viburnum pichinchense,Benth.,https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=102828,,,,"Scandent treelet. Calyx green with brown apex, corolla white.","Scandent treelet. Calyx green with brown apex, corolla white."
,102829,INABIOEC,Peter Møller Jørgensen,1990-02-13,1990.0,2.0,13.0,Ecuador,-78.7833,-0.6667,3270 m,Adoxaceae,Viburnum,pichinchense,Viburnum pichinchense,Benth.,https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=102829,,,,Scandent shrub. Fruits green.,Scandent shrub. Fruits green.
,102834,INABIOEC,Peter Møller Jørgensen,1990-10-20,1990.0,10.0,20.0,Ecuador,-78.63333,-0.83333,2900 m,Adoxaceae,Viburnum,pichinchense,Viburnum pichinchense,Benth.,https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=102834,,,,"Tree 6 m, diam. 13 cm. Sterile. SEF 767.","Tree 6 m, diam. 13 cm. Sterile. SEF 767."
,102852,INABIOEC,Peter Møller Jørgensen,1988-09-18,1988.0,9.0,18.0,Ecuador,-78.6333,-0.1667,2900 m,Adoxaceae,Viburnum,pichinchense,Viburnum pichinchense,Benth.,https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=102852,,,,"Tree, 7 m, DBH 22 cm. Buds green. Fruits purplish red. SEF 366.","Tree, 7 m, DBH 22 cm. Buds green. Fruits purplish red. SEF 366."
,102858,INABIOEC,Peter Møller Jørgensen,1994-04-25,1994.0,4.0,25.0,Ecuador,-79.6881,-4.3244,2370 - 2490 m,Adoxaceae,Viburnum,pichinchense,Viburnum pichinchense,Benth.,https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=102858,,,,Shrub 5 m. Flowers white.,Shrub 5 m. Flowers white.
,105480,INABIOEC,Benjamin Øllgaard,1991-10-12,1991.0,10.0,12.0,Ecuador,-78.55,-0.1167,3500 - 3600 m,Adoxaceae,Viburnum,pichinchense,Viburnum pichinchense,Benth.,https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=105480,,,,"In hedgerow, flowers fragant.","In hedgerow, flowers fragant."
,105813,INABIOEC,Walter Armando Palacios Cuenca,1991-05-20,1991.0,5.0,20.0,Ecuador,-78.0333,0.85,2000 m,Adoxaceae,Viburnum,pichinchense,Viburnum pichinchense,Benth.,https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=105813,,,,"Arbusto en forma de liana, 4 m de largo. Presencia de botones florales. Frutos globosos negros.","Arbusto en forma de liana, 4 m de largo. Presencia de botones florales. Frutos globosos negros."
,107340,INABIOEC,Jorge Eduardo Ramos Peréz,2003-08-11,2003.0,8.0,11.0,Ecuador,-79.0017,-0.5292,2442 m,Adoxaceae,Viburnum,pichinchense,Viburnum pichinchense,Benth.,https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=107340,,,,Árbol ca 5 m; hojas jovenes haz verde-moradoso; inflorescencia inmadura verde-rojiza.,Árbol ca 5 m; hojas jovenes haz verde-moradoso; inflorescencia inmadura verde-rojiza.
,107341,INABIOEC,Jorge Eduardo Ramos Peréz,2003-07-19,2003.0,7.0,19.0,Ecuador,-78.8322,-0.5958,3100 m,Adoxaceae,Viburnum,pichinchense,Viburnum pichinchense,Benth.,https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=107341,,,,Árbol ca 4.5 m; frutos maduros morado oscuros.,Árbol ca 4.5 m; frutos maduros morado oscuros.
,109651,INABIOEC,Grady Linder Webster,1993-09-08,1993.0,9.0,8.0,Ecuador,-78.6,0.05,2500 - 2700 m,Adoxaceae,Viburnum,pichinchense,Viburnum pichinchense,Benth.,https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=109651,,,,"Small tree 5 m high; flowers white, fruits green.","Small tree 5 m high; flowers white, fruits green."
,157792,INABIOEC,Elbert Luther Little,1975-09-03,1975.0,9.0,3.0,Ecuador,-79.05,-3.9833,1800 m,Adoxaceae,Viburnum,pichinchense,Viburnum pichinchense,Benth.,https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=157792,,,,Árbol de 12 m.,Árbol de 12 m.
,7500228,INABIOEC,Diana Margoth Fernández Fernández,2015-11-22,2015.0,11.0,22.0,Ecuador,-79.5004,-3.623367,2476 m,Adoxaceae,Viburnum,pichinchense,Viburnum pichinchense,Benth.,https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=7500228,fruit,,,"Arbusto de 2.5 m de alto. Hojas cartáceas, haz lustroso. Frutos maduros de color negro.","Arbusto de 2.5 m de alto. Hojas cartáceas, haz lustroso. Frutos maduros de color negro."
,2985,INABIOEC,Mauricio R. Gavilanes,1991-07-09,1991.0,7.0,9.0,Ecuador,-77.9333,-0.3667,3150 m,Adoxaceae,Viburnum,triphyllum,Viburnum triphyllum,Benth.,https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=2985,,,,Árbol 10 m. DAP 23.6 cm. Corteza color amarillo; madera amarillo pálido. Resina líquida que se torna naranja al corte.,Árbol 10 m. DAP 23.6 cm. Corteza color amarillo; madera amarillo pálido. Resina líquida que se torna naranja al corte.
,98300,INABIOEC,Jorge Caranqui,2002-04-06,2002.0,4.0,6.0,Ecuador,-78.45,-1.5,2650 m,Adoxaceae,Viburnum,triphyllum,Viburnum triphyllum,Benth.,https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=98300,,,,"Ábol de 4 m., frutos verdes.","Ábol de 4 m., frutos verdes."
,99377,INABIOEC,John Littner Clark,1996-03-17,1996.0,3.0,17.0,Ecuador,-77.6333,-0.6,2600 m,Adoxaceae,Viburnum,triphyllum,Viburnum triphyllum,Benth.,https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=99377,,,,"Tree, 7 m tall. Fruits green.","Tree, 7 m tall. Fruits green."
,100678,INABIOEC,Laurence Joseph Dorr,1989-06-22,1989.0,6.0,22.0,Ecuador,-79.0833,-2.9167,,Adoxaceae,Viburnum,triphyllum,Viburnum triphyllum,Benth.,https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=100678,,,,"Shrub, 2 m tall. Flowers white. Fruit green, turning bluish-black.","Shrub, 2 m tall. Flowers white. Fruit green, turning bluish-black."
,100709,INABIOEC,Lis Ellemann,1988-10-08,1988.0,10.0,8.0,Ecuador,-79.2333,-3.6333,2400 m,Adoxaceae,Viburnum,triphyllum,Viburnum triphyllum,Benth.,https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=100709,,,,"Shrub, fruits blue. Vernacular name: ranis. Use: fuelwood. Informante: Natívidad Guamán, Saraguro-indian.","Shrub, fruits blue. Vernacular name: ranis. Use: fuelwood. Informante: Natívidad Guamán, Saraguro-indian."
,100968,INABIOEC,Alina Freire Fierro,1992-07-12,1992.0,7.0,12.0,Ecuador,-79.2,-3.9667,2450 - 2500 m,Adoxaceae,Viburnum,triphyllum,Viburnum triphyllum,Benth.,https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=100968,,,,"Arbusto de 3 m, flor blanca, fruto verde.","Arbusto de 3 m, flor blanca, fruto verde."
,100969,INABIOEC,Alina Freire Fierro,1992-11-28,1992.0,11.0,28.0,Ecuador,-79.1333,-2.8333,3170 - 3200 m,Adoxaceae,Viburnum,triphyllum,Viburnum triphyllum,Benth.,https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=100969,,,,"Arbusto trepador, flor blanca, fruto negro.","Arbusto trepador, flor blanca, fruto negro."
,101291,INABIOEC,Alfonso Garmendia,1995-10-02,1995.0,10.0,2.0,Ecuador,-79.2167,-4.0,2250 m,Adoxaceae,Viburnum,triphyllum,Viburnum triphyllum,Benth.,https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=101291,,,,Árbol.,Árbol.
,101292,INABIOEC,Alfonso Garmendia,1996-09-26,1996.0,9.0,26.0,Ecuador,-79.1667,-4.0333,2220 m,Adoxaceae,Viburnum,triphyllum,Viburnum triphyllum,Benth.,https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=101292,,,,A 144. Arbusto de 2 m. Fruto negro.,A 144. Arbusto de 2 m. Fruto negro.
,101293,INABIOEC,Alfonso Garmendia,1996-09-08,1996.0,9.0,8.0,Ecuador,-77.7667,0.5333,3000 m,Adoxaceae,Viburnum,triphyllum,Viburnum triphyllum,Benth.,https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=101293,,,,A. 142 Árbol 15 m. Frutos en umbela.,A. 142 Árbol 15 m. Frutos en umbela.
,102139,INABIOEC,Juergen Homeier,2006-04-08,2006.0,4.0,8.0,Ecuador,-77.5933333,-0.57,2490 m,Adoxaceae,Viburnum,triphyllum,Viburnum triphyllum,Benth.,https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=102139,,,,"tree, 7m, fruits","tree, 7m, fruits"
,102659,INABIOEC,Jaime Lucio Jaramillo,1979-05-27,1979.0,5.0,27.0,Ecuador,-79.016667,-2.85,2788 m,Adoxaceae,Viburnum,triphyllum,Viburnum triphyllum,Benth.,https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=102659,,,,"Arbusto de 4 m. en bosque secundario, frutos negros.","Arbusto de 4 m. en bosque secundario, frutos negros."
,102661,INABIOEC,Jaime Lucio Jaramillo,1980-09-16,1980.0,9.0,16.0,Ecuador,-79.2,-3.6167,2500 - 2800 m,Adoxaceae,Viburnum,triphyllum,Viburnum triphyllum,Benth.,https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=102661,,,,"Arbusto de 3 m. en chaparro, ciénega, flores cremas, anteras cafés, frutos verdes.","Arbusto de 3 m. en chaparro, ciénega, flores cremas, anteras cafés, frutos verdes."
